manuscript	mapped_by	Lane	expname	name	RH_cell	cell	condition	prot	rep	bigwig	fc_bw	meanBG	outerBG
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_Input_rep1	C17_PDS5AAID_B10_TACL-ON_Input_rep1	C17_PDS5AAID_B10_TMAU2TIR1	C17_PDS5AAID_B10	TACL-ON	Input	rep1	NA	NA	NA	NA
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_NIPBL_rep1	C17_PDS5AAID_B10_TACL-ON_NIPBL_rep1	C17_PDS5AAID_B10_TMAU2TIR1	C17_PDS5AAID_B10	TACL-ON	NIPBL	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_NIPBL_rep1.fc.signal.bigwig	1.21	0.35
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_FLAG_rep1	C17_PDS5AAID_B10_TACL-ON_IAA_FLAG_rep1	C17_PDS5AAID_B10_TMAU2TIR1	C17_PDS5AAID_B10	TACL-ON_IAA	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D710xD506_S68_R1_001.srt.nodup_x_D703xD508_S85_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D710xD506_S68_R1_001.srt.nodup_x_D703xD508_S85_R1_001.srt.nodup.fc.signal.bigwig	2.94	0.41
TRUE	PK	VER9308	NA	C17_PDS5AAID_B10_TACL-ON_IAA_FLAG_rep1_rep2	C17_PDS5AAID_B10_TMAU2TIR1	C17_PDS5AAID_B10	TACL-ON_IAA	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.rep.pooled_x_D703xD508_S85_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.rep.pooled_x_D703xD508_S85_R1_001.srt.nodup.fc.signal.bigwig	3.34	0.31
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_FLAG_rep2	C17_PDS5AAID_B10_TACL-ON_IAA_FLAG_rep2	C17_PDS5AAID_B10_TMAU2TIR1	C17_PDS5AAID_B10	TACL-ON_IAA	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D701xD507_S71_R1_001.srt.nodup_x_D703xD508_S85_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D701xD507_S71_R1_001.srt.nodup_x_D703xD508_S85_R1_001.srt.nodup.fc.signal.bigwig	1.34	0.36
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_NIPBL_rep1	C17_PDS5AAID_B10_TACL-ON_IAA_NIPBL_rep1	C17_PDS5AAID_B10_TMAU2TIR1	C17_PDS5AAID_B10	TACL-ON_IAA	NIPBL	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_NIPBL_rep1.fc.signal.bigwig	0.53	0.28
TRUE	PK	VER9100	VER9100_TACL_RH_ChIP_seq_eHap1_Tmcherry_RAD21AID_D8_DMSO_MAU2	C17_RAD21AID_D8_mCherry_MAU2_rep1	C17_TIR1_Tmcherry_RAD21AID_D8	C17_RAD21AID_D8	mCherry	MAU2	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER9100_TACL_RH_ChIP_seq_eHap1_Tmcherry_RAD21AID_D8_DMSO_MAU2.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER9100_TACL_RH_ChIP_seq_eHap1_Tmcherry_RAD21AID_D8_DMSO_MAU2.fc.signal.bigwig	1.6	0.31
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_PDS5A_rep1	C17_RAD21AID_D8_mCherry_PDS5A_rep1	C17_TIR1_Tmcherry_RAD21AID_D8	C17_RAD21AID_D8	mCherry	PDS5A	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_PDS5A_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_PDS5A_rep1.fc.signal.bigwig	47.74	0.5
TRUE	PK	VER9100	VER9100_TACL_RH_ChIP_seq_eHap1_Tmcherry_RAD21AID_D8_IAA2h_MAU2	C17_RAD21AID_D8_mCherry_IAA_MAU2_rep1	C17_TIR1_Tmcherry_RAD21AID_D8	C17_RAD21AID_D8	mCherry_IAA	MAU2	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER9100_TACL_RH_ChIP_seq_eHap1_Tmcherry_RAD21AID_D8_IAA2h_MAU2.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER9100_TACL_RH_ChIP_seq_eHap1_Tmcherry_RAD21AID_D8_IAA2h_MAU2.fc.signal.bigwig	1.24	0.28
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_IAA2h_PDS5A_rep1	C17_RAD21AID_D8_mCherry_IAA_PDS5A_rep1	C17_TIR1_Tmcherry_RAD21AID_D8	C17_RAD21AID_D8	mCherry_IAA	PDS5A	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_IAA2h_PDS5A_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_IAA2h_PDS5A_rep1.fc.signal.bigwig	2.49	0.38
TRUE	PK	VER8007	VER8007_TACL_RH_Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_FLAG	C17_RAD21AID_SC1_TACL-ON_FLAG_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_p-value/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_FLAG_VER8007_rep1-VER8007_input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_fold-change/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_FLAG_VER8007_rep1-VER8007_input.srt.nodup.fc.signal.bigwig	3.84	0.45
TRUE	PK	VER8786	VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_RAD21AID_SC1_H3k27ac	C17_RAD21AID_SC1_TACL-ON_H3K27ac_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	H3K27ac	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_RAD21AID_SC1_H3k27ac.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_RAD21AID_SC1_H3k27ac.fc.signal.bigwig	22.35	3.17
TRUE	NA	VER6935	VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_Input_spikein	C17_RAD21AID_SC1_TACL-ON_Input_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	Input	rep1	NA	NA	NA	NA
TRUE	NA	VER7726	VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_Input	C17_RAD21AID_SC1_TACL-ON_Input_rep2	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	Input	rep2	NA	NA	NA	NA
TRUE	PK	VER8007	VER8007_TACL_RH_Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_Input	C17_RAD21AID_SC1_TACL-ON_Input_rep3	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	Input	rep3	NA	NA	NA	NA
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_MAU2	C17_RAD21AID_SC1_TACL-ON_MAU2_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	MAU2	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_MAU2xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_MAU2xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_Input.fc.signal.bigwig	27.32	0.56
TRUE	PK	VER6935	VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_NIPBL_spikein	C17_RAD21AID_SC1_TACL-ON_NIPBL_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	NIPBL	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_NIPBL_spikeinxVER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_NIPBL_spikeinxVER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_Input_spikein.fc.signal.bigwig	3.73	0.54
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_PDS5A_rep1	C17_RAD21AID_SC1_TACL-ON_PDS5A_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	PDS5A	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_PDS5A_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_PDS5A_rep1.fc.signal.bigwig	53.24	0.71
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_RAD21	C17_RAD21AID_SC1_TACL-ON_RAD21_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	RAD21	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_Input.fc.signal.bigwig	49.39	0.5
TRUE	PK	VER6935	VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_SMC1_spikein	C17_RAD21AID_SC1_TACL-ON_SMC1_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	SMC1	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_SMC1_spikeinxVER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_SMC1_spikeinxVER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_Input_spikein.fc.signal.bigwig	19.17	0.52
TRUE	PK	VER8007	VER8007_TACL_RH_Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_SMC1	C17_RAD21AID_SC1_TACL-ON_SMC1_rep2	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	SMC1	rep2	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_p-value/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_SMC1_VER8007_rep2-VER8007_input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_fold-change/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_SMC1_VER8007_rep2-VER8007_input.srt.nodup.fc.signal.bigwig	14.2	0.54
TRUE	PK	VER8007	VER8007_TACL_RH_Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_SMC3	C17_RAD21AID_SC1_TACL-ON_SMC3_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	SMC3	rep1	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_p-value/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_SMC3_VER8007_rep1-VER8007_input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_fold-change/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_SMC3_VER8007_rep1-VER8007_input.srt.nodup.fc.signal.bigwig	18.96	0.5
TRUE	PK	VER8007	VER8007_TACL_RH_Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_IAA2h_FLAG	C17_RAD21AID_SC1_TACL-ON_IAA_FLAG_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_p-value/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_IAA2h_FLAG_VER8007_rep1-VER8007_input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_fold-change/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_IAA2h_FLAG_VER8007_rep1-VER8007_input.srt.nodup.fc.signal.bigwig	2.27	0.35
TRUE	PK	VER8786	VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_RAD21AID_SC1_IAA2h_H3k27ac	C17_RAD21AID_SC1_TACL-ON_IAA_H3K27ac_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	H3K27ac	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_RAD21AID_SC1_IAA2h_H3k27ac.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_MAU2_RAD21AID_SC1_IAA2h_H3k27ac.fc.signal.bigwig	27.97	3.98
TRUE	NA	VER7726	VER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input	C17_RAD21AID_SC1_TACL-ON_IAA_Input_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	Input	rep1	NA	NA	NA	NA
TRUE	PK	VER8007	VER8007_TACL_RH_Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_IAA2h_Input	C17_RAD21AID_SC1_TACL-ON_IAA_Input_rep2	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	Input	rep2	NA	NA	NA	NA
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_MAU2	C17_RAD21AID_SC1_TACL-ON_IAA_MAU2_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	MAU2	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_MAU2xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_MAU2xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.fc.signal.bigwig	9.26	0.27
TRUE	PK	VER6935	VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_NIPBL_spikein	C17_RAD21AID_SC1_TACL-ON_IAA_NIPBL_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	NIPBL	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_NIPBL_spikeinxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_NIPBL_spikeinxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.fc.signal.bigwig	3.19	0.44
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_IAA2h_PDS5A_rep1	C17_RAD21AID_SC1_TACL-ON_IAA_PDS5A_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	PDS5A	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_IAA2h_PDS5A_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_IAA2h_PDS5A_rep1.fc.signal.bigwig	3.91	0.35
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_RAD21	C17_RAD21AID_SC1_TACL-ON_IAA_RAD21_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	RAD21	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.fc.signal.bigwig	0.66	0.42
TRUE	PK	VER6935	VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_SMC1_spikein	C17_RAD21AID_SC1_TACL-ON_IAA_SMC1_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	SMC1	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_SMC1_spikeinxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER6935_TACL_RH_EHap1_C17_TetR-hMAU2v2_Rad21-AID-GB_IAA2h_SMC1_spikeinxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.fc.signal.bigwig	1.57	0.49
TRUE	PK	VER8007	VER8007_TACL_RH_Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_IAA2h_SMC1	C17_RAD21AID_SC1_TACL-ON_IAA_SMC1_rep2	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	SMC1	rep2	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_p-value/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_IAA2h_SMC1_VER8007_rep2-VER8007_input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_fold-change/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_IAA2h_SMC1_VER8007_rep2-VER8007_input.srt.nodup.fc.signal.bigwig	1.24	0.39
TRUE	PK	VER8007	VER8007_TACL_RH_Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_IAA2h_SMC3	C17_RAD21AID_SC1_TACL-ON_IAA_SMC3_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	SMC3	rep1	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_p-value/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_IAA2h_SMC3_VER8007_rep1-VER8007_input.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER8007/chip.signal_fold-change/Ehap1_C17_TetR_hMAU2v2_RAD21AID_SC1_IAA2h_SMC3_VER8007_rep1-VER8007_input.srt.nodup.fc.signal.bigwig	1.29	0.4
TRUE	PK	VER8786	VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_mcherry_RAD21AID_SC6_H3k27ac	C17_RAD21AID_SC6_mCherry_H3K27ac_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	H3K27ac	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_mcherry_RAD21AID_SC6_H3k27ac.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER8786_TACL_RH_ChIPseq_eHAP1_C17_T_mcherry_RAD21AID_SC6_H3k27ac.fc.signal.bigwig	26.5	3.56
TRUE	NA	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_Input_spikein	C17_RAD21AID_SC6_mCherry_Input_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	Input	rep1	NA	NA	NA	NA
TRUE	NA	VER7726	VER7726_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_SC6_Input	C17_RAD21AID_SC6_mCherry_Input_rep2	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	Input	rep2	NA	NA	NA	NA
TRUE	PK	VER8007	VER8007_TACL_RH_Ehap1_C17_TetR_mcherry_RAD21AID_SC6_Input	C17_RAD21AID_SC6_mCherry_Input_rep3	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	Input	rep3	NA	NA	NA	NA
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_NIPBL_spikein	C17_RAD21AID_SC6_mCherry_NIPBL_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	NIPBL	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_NIPBL_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_NIPBL_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_Input_spikein.fc.signal.bigwig	1.36	0.45
