manuscript	mapped_by	Lane	expname	name	RH_cell	cell	condition	prot	rep	bigwig	fc_bw	meanBG	outerBG
TRUE	PK	VER8466	VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_MAU2_V5_MAU2_NIPBL	C17_V5-MAU2_TACL-ON_NIPBL_rep1	C17_TMAU2_V5_MAU2	C17_V5-MAU2	TACL-ON	NIPBL	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_MAU2_V5_MAU2_NIPBL.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_MAU2_V5_MAU2_NIPBL.fc.signal.bigwig	9.1	0.66
TRUE	PK	VER8466	VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_MAU2_V5_MAU2_V5	C17_V5-MAU2_TACL-ON_V5_rep1	C17_TMAU2_V5_MAU2	C17_V5-MAU2	TACL-ON	V5	rep1	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_p-value/VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_MAU2_V5_MAU2_V5.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9100_VER8786_VER8466/outputs/chip.signal_fold-change/VER8466_TACL_RH_ChIPseq_Ehap1_C17_T_MAU2_V5_MAU2_V5.fc.signal.bigwig	3.8	0.38
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep1	C17_WAPLAID_C8_TACL-OFF_FLAG_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.D707xD505_S53_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.D707xD505_S53_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	0.79	0.26
TRUE	PK	VER9308	NA	C17_WAPLAID_C8_TACL-OFF_FLAG_rep1_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	1.21	0.31
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2	C17_WAPLAID_C8_TACL-OFF_FLAG_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.D711xD505_S57_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.D711xD505_S57_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	0.8	0.31
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_WAPL_rep1	C17_WAPLAID_C8_TACL-OFF_WAPL_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF	WAPL	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_WAPL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_WAPL_rep1.fc.signal.bigwig	1.61	0.4
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1	C17_WAPLAID_C8_TACL-OFF_IAA_FLAG_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF_IAA	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.D709xD505_S55_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.D709xD505_S55_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	0.81	0.33
TRUE	PK	VER9308	NA	C17_WAPLAID_C8_TACL-OFF_IAA_FLAG_rep1_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF_IAA	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	1.19	0.29
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep2	C17_WAPLAID_C8_TACL-OFF_IAA_FLAG_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF_IAA	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.D701xD506_S59_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.D701xD506_S59_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	0.8	0.31
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep1	C17_WAPLAID_C8_TACL-ON_FLAG_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.D710xD505_S56_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.D710xD505_S56_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	0.84	0.32
TRUE	PK	VER9308	NA	C17_WAPLAID_C8_TACL-ON_FLAG_rep1_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	1.52	0.33
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2	C17_WAPLAID_C8_TACL-ON_FLAG_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.D706xD505_S52_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.D706xD505_S52_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	1.15	0.35
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Input_rep1	C17_WAPLAID_C8_TACL-ON_Input_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON	Input	rep1	NA	NA	NA	NA
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_WAPL_rep1	C17_WAPLAID_C8_TACL-ON_WAPL_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON	WAPL	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_WAPL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_WAPL_rep1.fc.signal.bigwig	0.78	0.38
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1	C17_WAPLAID_C8_TACL-ON_IAA_FLAG_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON_IAA	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D712xD505_S58_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D712xD505_S58_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	0.68	0.32
TRUE	PK	VER9308	NA	C17_WAPLAID_C8_TACL-ON_IAA_FLAG_rep1_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON_IAA	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	0.99	0.24
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep2	C17_WAPLAID_C8_TACL-ON_IAA_FLAG_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON_IAA	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D708xD505_S54_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D708xD505_S54_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig	0.75	0.33
TRUE	encode	encode	NA	HAP1_WT_H3K4me1_rep1_rep2	HAP1	HAP1	WT	H3K4me1	rep1_rep2	/TACL/PK/Public_ChIP/Encode_H3K4me1/HAP1_H3K4me1_ENCODE_hg38_pval_ENCFF408MBW.bigwig	/TACL/PK/Public_ChIP/Encode_H3K4me1/HAP1_H3K4me1_ENCODE_hg38_fc_ENCFF884TTU.bigWig	1	1
TRUE	PK	VER6935_VER8007	NA	C17_RAD21AID_SC1_TACL-ON_SMC1_rep1_rep2	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	SMC1	rep1_rep2	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_p-value/C17_RAD21AID_SC1_TACL-ON_SMC1_rep1_rep2_x_input_VER6935.rep.pooled_x_Input_TMAU2_RAD21_AID_for_NIPBLSMC1.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_fold-change/C17_RAD21AID_SC1_TACL-ON_SMC1_rep1_rep2_x_input_VER6935.rep.pooled_x_Input_TMAU2_RAD21_AID_for_NIPBLSMC1.srt.nodup.fc.signal.bigwig.fc.signal.bigwig	31.37	0.61
TRUE	PK	VER6935_VER8007	NA	C17_RAD21AID_SC1_TACL-ON_IAA_SMC1_rep1_rep2	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	SMC1	rep1_rep2	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_p-value/C17_RAD21AID_SC1_TACL-ON_IAA_SMC1_rep1_rep2_x_input_VER7726.rep.pooled_x_Input_TMAU2_RAD21_AID_IAA2h_for_MAU2_RAD21.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_fold-change/C17_RAD21AID_SC1_TACL-ON_IAA_SMC1_rep1_rep2_x_input_VER7726.rep.pooled_x_Input_TMAU2_RAD21_AID_IAA2h_for_MAU2_RAD21.srt.nodup.fc.signal.bigwig.fc.signal.bigwig	1.87	0.4
TRUE	PK	VER7436_VER8007	NA	C17_RAD21AID_SC6_mCherry_SMC1_rep1_rep2	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	SMC1	rep1_rep2	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_p-value/C17_RAD21AID_SC6_mCherry_SMC1_rep1_rep2_x_input_VER7436.rep.pooled_x_Input_TmCherry_RAD21_AID_for_NIPBL_SMC1.R1.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_fold-change/C17_RAD21AID_SC6_mCherry_SMC1_rep1_rep2_x_input_VER7436.rep.pooled_x_Input_TmCherry_RAD21_AID_for_NIPBL_SMC1.R1.srt.nodup.fc.signal.bigwig.fc.signal.bigwig	40.68	0.69
TRUE	PK	VER10253	VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_SMC1_rep1	C17_STAG2AID_C2_TACL-ON_IAA_SMC1_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON_IAA	SMC1	rep1	/TACL/PK/4DN_ChIP/VER10253/outputs_VER10253/chip.signal_p-value/VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_SMC1_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10253/outputs_VER10253/chip.signal_fold-change/VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_SMC1_rep1.fc.signal.bigwig	28.16	0.51
TRUE	PK	VER10253	VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_NIPBL_rep1	C17_STAG2AID_C2_TACL-ON_IAA_NIPBL_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON_IAA	NIPBL	rep1	/TACL/PK/4DN_ChIP/VER10253/outputs_VER10253/chip.signal_p-value/VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10253/outputs_VER10253/chip.signal_fold-change/VER10253_TACL_MR_ChIP_eHAP1_C17_STAG2AID_C2_IAA3h_NIPBL_rep1.fc.signal.bigwig	2.64	0.43
TRUE	PK	VER10946	VER10946_TACL_MR_CHIPseq_eHAP1_C17_TMAU2_Dox_CTCF	C17_TACL-OFF_CTCF_rep1	C17_TMAU2	C17	TACL-OFF	CTCF	rep1	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_p-value/VER10946_TACL_MR_CHIPseq_eHAP1_C17_TMAU2_Dox_CTCF.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_fold-change/VER10946_TACL_MR_CHIPseq_eHAP1_C17_TMAU2_Dox_CTCF.fc.signal.bigwig	362.8	2.74
TRUE	PK	VER10946	VER10946_TACL_MR_CHIPseq_eHAP1_C17_WT_STAG1	C17_WT_STAG1_rep1	C17	C17	WT	STAG1	rep1	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_p-value/VER10946_TACL_MR_CHIPseq_eHAP1_C17_WT_STAG1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_fold-change/VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_IAA_STAG1.fc.signal.bigwig	59.56	0.95
TRUE	PK	VER10946	VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_DMSO_STAG1	C17_STAG2AID_C2_WT_STAG1_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	WT	STAG1	rep1	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_p-value/VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_DMSO_STAG1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_fold-change/VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_DMSO_STAG1.fc.signal.bigwig	131.37	1.1
TRUE	PK	VER10946	VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_IAA_STAG1	C17_STAG2AID_C2_WT_IAA_STAG1_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	WT_IAA	STAG1	rep1	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_p-value/VER10946_TACL_MR_CHIPseq_eHAP1_C17_STAG2AID_C2_TIR1_IAA_STAG1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER10946/outputs/chip.signal_fold-change/VER10946_TACL_MR_CHIPseq_eHAP1_C17_WT_STAG1.fc.signal.bigwig	214.38	1.73
