manuscript	mapped_by	Lane	expname	name	RH_cell	cell	condition	prot	rep	bigwig	fc_bw
TRUE	PK	VER7254	VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_FLAG	C17_TACL-OFF_FLAG_rep2	C17_TMAU2	C17	TACL-OFF	FLAG	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_FLAGxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_FLAGxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.fc.signal.bigwig
TRUE	NA	VER7254	VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input	C17_TACL-OFF_Input_rep2	C17_TMAU2	C17	TACL-OFF	Input	rep2	NA	NA
TRUE	PK	VER7254	VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_FLAG	C17_TACL-ON_FLAG_rep2	C17_TMAU2	C17	TACL-ON	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_p-value/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER7254_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_FLAG_R1.srt.nodup_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_R1.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_fold-change/TACL_RH_eHAP1_C17_T-hMAU2v2_FLAG_mrgd-VER6376_rep1-VER7254_rep2_input_VER7254_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_FLAG_R1.srt.nodup_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_R1.srt.nodup.fc.signal.bigwig
TRUE	NA	VER7254	VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input	C17_TACL-ON_Input_rep5	C17_TMAU2	C17	TACL-ON	Input	rep5	NA	NA
TRUE	NA	VER7436	VER7436_TACL_RH_Ehap1_C17_T-mcherry_Input_spikein	C17_mCherry_Input_rep4	C17_Tmcherry	C17	mCherry	Input	rep4	NA	NA
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-mcherry_MAU2_spikein	C17_mCherry_MAU2_rep2	C17_Tmcherry	C17	mCherry	MAU2	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_T-mcherry_MAU2_spikeinxVER7436_TACL_RH_Ehap1_C17_T-mcherry_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_T-mcherry_MAU2_spikeinxVER7436_TACL_RH_Ehap1_C17_T-mcherry_Input_spikein.fc.signal.bigwig
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-mcherry_NIPBL_spikein	C17_mCherry_NIPBL_rep2	C17_Tmcherry	C17	mCherry	NIPBL	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_T-mcherry_NIPBL_spikeinxVER7436_TACL_RH_Ehap1_C17_T-mcherry_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_T-mcherry_NIPBL_spikeinxVER7436_TACL_RH_Ehap1_C17_T-mcherry_Input_spikein.fc.signal.bigwig
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-mcherry_SMC1_spikein	C17_mCherry_SMC1_rep2	C17_Tmcherry	C17	mCherry	SMC1	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_T-mcherry_SMC1_spikein_x_VER7436_TACL_RH_Ehap1_C17_T-mcherry_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_T-mcherry_SMC1_spikein_x_VER7436_TACL_RH_Ehap1_C17_T-mcherry_Input_spikein.fc.signal.bigwig
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_MAU2_spikein	C17_TACL-OFF_MAU2_rep2	C17_TMAU2	C17	TACL-OFF	MAU2	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_MAU2_spikeinxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_MAU2_spikeinxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.fc.signal.bigwig
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_NIPBL_spikein	C17_TACL-OFF_NIPBL_rep2	C17_TMAU2	C17	TACL-OFF	NIPBL	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_NIPBL_spikeinxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_NIPBL_spikeinxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.fc.signal.bigwig
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_SMC1_spikein	C17_TACL-OFF_SMC1_rep2	C17_TMAU2	C17	TACL-OFF	SMC1	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_SMC1_spikein_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_SMC1_spikein_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Dox1h_Input.fc.signal.bigwig
TRUE	NA	VER7436	VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_forMAU2_spikein	C17_TACL-ON_Input_rep6	C17_TMAU2	C17	TACL-ON	Input	rep6	NA	NA
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_MAU2_forMAU2_spikein	C17_TACL-ON_MAU2_rep2	C17_TMAU2	C17	TACL-ON	MAU2	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_MAU2_forMAU2_spikeinxVER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_forMAU2_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_MAU2_forMAU2_spikeinxVER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_forMAU2_spikein.fc.signal.bigwig
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_NIPBL_spikein	C17_TACL-ON_NIPBL_rep2	C17_TMAU2	C17	TACL-ON	NIPBL	rep2	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_NIPBL_spikeinxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_NIPBL_spikeinxVER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input.fc.signal.bigwig
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_SMC1_spikein	C17_TACL-ON_SMC1_rep2	C17_TMAU2	C17	TACL-ON	SMC1	rep2	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_p-value/TACL_RH_eHAP1_C17_T-hMAU2v2_SMC1_VER7436_rep1_input_VER7436_VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_SMC1_spikein_R1.srt.nodup_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_R1.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_fold-change/TACL_RH_eHAP1_C17_T-hMAU2v2_SMC1_VER7436_rep1_input_VER7436_VER7436_TACL_RH_Ehap1_C17_T-hMAU2v2_SMC1_spikein_R1.srt.nodup_x_VER7254_TACL_RH_Ehap1_C17_T-hMAU2v2_Input_R1.srt.nodup.fc.signal.bigwig
TRUE	NA	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_Input_spikein	C17_RAD21AID_SC6_mCherry_Input_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	Input	rep1	NA	NA
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_NIPBL_spikein	C17_RAD21AID_SC6_mCherry_NIPBL_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	NIPBL	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_NIPBL_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_NIPBL_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_Input_spikein.fc.signal.bigwig
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_SMC1_spikein	C17_RAD21AID_SC6_mCherry_SMC1_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	SMC1	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_SMC1_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_SMC1_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_Input_spikein.fc.signal.bigwig
TRUE	NA	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_Input_spikein	C17_RAD21AID_SC6_mCherry_IAA_Input_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry_IAA	Input	rep1	NA	NA
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_NIPBL_spikein	C17_RAD21AID_SC6_mCherry_IAA_NIPBL_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry_IAA	NIPBL	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_NIPBL_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_NIPBL_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_Input_spikein.fc.signal.bigwig
TRUE	PK	VER7436	VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_SMC1_spikein	C17_RAD21AID_SC6_mCherry_IAA_SMC1_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry_IAA	SMC1	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_SMC1_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_Input_spikein.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_SMC1_spikeinxVER7436_TACL_RH_Ehap1_C17_RAD21-AID_T-mcherry_IAA2h_Input_spikein.fc.signal.bigwig
TRUE	PK	VER7436_VER8007	NA	C17_RAD21AID_SC6_mCherry_SMC1_rep1_rep2	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	SMC1	rep1_rep2	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_p-value/C17_RAD21AID_SC6_mCherry_SMC1_rep1_rep2_x_input_VER7436.rep.pooled_x_Input_TmCherry_RAD21_AID_for_NIPBL_SMC1.R1.srt.nodup.pval.signal.bigwig.pval.signal.bigwig	/TACL/PK/4DN_ChIP/SMC1_RAD21AID_reps/outputs/chip.signal_fold-change/C17_RAD21AID_SC6_mCherry_SMC1_rep1_rep2_x_input_VER7436.rep.pooled_x_Input_TmCherry_RAD21_AID_for_NIPBL_SMC1.R1.srt.nodup.fc.signal.bigwig.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21	C17_mCherry_RAD21_rep3	C17_Tmcherry	C17	mCherry	RAD21	rep3	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_SMC1	C17_mCherry_SMC1_rep3	C17_Tmcherry	C17	mCherry	SMC1	rep3	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_SMC1xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_SMC1xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_RAD21	C17_TACL-OFF_RAD21_rep3	C17_TMAU2	C17	TACL-OFF	RAD21	rep3	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_SMC1	C17_TACL-OFF_SMC1_rep3	C17_TMAU2	C17	TACL-OFF	SMC1	rep3	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_SMC1xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_SMC1xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Dox_60min_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21	C17_TACL-ON_RAD21_rep3	C17_TMAU2	C17	TACL-ON	RAD21	rep3	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_SMC1	C17_TACL-ON_SMC1_rep3	C17_TMAU2	C17	TACL-ON	SMC1	rep3	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_SMC1xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_SMC1xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_MAU2	C17_RAD21AID_SC1_TACL-ON_MAU2_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	MAU2	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_MAU2xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_MAU2xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_RAD21	C17_RAD21AID_SC1_TACL-ON_RAD21_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	RAD21	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_SC1_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_MAU2	C17_RAD21AID_SC1_TACL-ON_IAA_MAU2_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	MAU2	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_MAU2xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_MAU2xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_RAD21	C17_RAD21AID_SC1_TACL-ON_IAA_RAD21_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	RAD21	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_RAD21-AID_IAA_2h_SC1_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_SC6_RAD21	C17_RAD21AID_SC6_mCherry_RAD21_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry	RAD21	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_SC6_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_SC6_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_SC6_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_SC6_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_IAA_2h_SC6_RAD21	C17_RAD21AID_SC6_mCherry_IAA_RAD21_rep1	C17_TIR1_Tmcherry_RAD21AID_SC6	C17_RAD21AID_SC6	mCherry_IAA	RAD21	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_IAA_2h_SC6_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_IAA_2h_SC6_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_IAA_2h_SC6_RAD21xVER7726_TACL_RH_Ehap1_C17_TetR-mcherry_RAD21-AID_IAA_2h_SC6_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_FLAG	C17_TetR-V5-Apex2_TACL-OFF_FLAG_rep1	C17_TMAU2_T_V5_Apex2	C17_TetR-V5-Apex2	TACL-OFF	FLAG	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_FLAGxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_FLAGxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_V5	C17_TetR-V5-Apex2_TACL-OFF_V5_rep1	C17_TMAU2_T_V5_Apex2	C17_TetR-V5-Apex2	TACL-OFF	V5	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_V5xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_V5xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Dox_1h_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_FLAG	C17_TetR-V5-Apex2_TACL-ON_FLAG_rep1	C17_TMAU2_T_V5_Apex2	C17_TetR-V5-Apex2	TACL-ON	FLAG	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_FLAGxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_FLAGxVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Input.fc.signal.bigwig
TRUE	PK	VER7713	VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_V5	C17_TetR-V5-Apex2_TACL-ON_V5_rep1	C17_TMAU2_T_V5_Apex2	C17_TetR-V5-Apex2	TACL-ON	V5	rep1	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_p-value/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_V5xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Input.pval.signal.bigwig	/TACL/PK/4DN_ChIP/remap_Iwan/outputs/chip.signal_fold-change/VER7713_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_V5xVER7726_TACL_RH_Ehap1_C17_TetR-hMAU2v2_TetR-V5-Apex2_Input.fc.signal.bigwig
