manuscript	mapped_by	Lane	expname	name	RH_cell	cell	condition	prot	rep	bigwig	fc_bw
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_FLAG_rep2	C17_STAG2AID_C2_TACL-ON_IAA_FLAG_rep2	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON_IAA	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D704xD506_S62_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D704xD506_S62_R1_001.srt.nodup_x_D702xD508_S84_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep1	C17_WAPLAID_C8_TACL-OFF_FLAG_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.D707xD505_S53_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.D707xD505_S53_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	NA	C17_WAPLAID_C8_TACL-OFF_FLAG_rep1_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2	C17_WAPLAID_C8_TACL-OFF_FLAG_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.D711xD505_S57_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_FLAG_rep2_rep1.D711xD505_S57_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_WAPL_rep1	C17_WAPLAID_C8_TACL-OFF_WAPL_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF	WAPL	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_WAPL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Dox3h_WAPL_rep1.fc.signal.bigwig
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1	C17_WAPLAID_C8_TACL-OFF_IAA_FLAG_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF_IAA	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.D709xD505_S55_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.D709xD505_S55_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	NA	C17_WAPLAID_C8_TACL-OFF_IAA_FLAG_rep1_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF_IAA	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep2	C17_WAPLAID_C8_TACL-OFF_IAA_FLAG_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-OFF_IAA	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.D701xD506_S59_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_Dox3h_FLAG_rep1_rep2.D701xD506_S59_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep1	C17_WAPLAID_C8_TACL-ON_FLAG_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.D710xD505_S56_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.D710xD505_S56_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	NA	C17_WAPLAID_C8_TACL-ON_FLAG_rep1_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2	C17_WAPLAID_C8_TACL-ON_FLAG_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.D706xD505_S52_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_FLAG_rep2_rep1.D706xD505_S52_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_Input_rep1	C17_WAPLAID_C8_TACL-ON_Input_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON	Input	rep1	NA	NA
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_WAPL_rep1	C17_WAPLAID_C8_TACL-ON_WAPL_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON	WAPL	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_WAPL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_WAPL_rep1.fc.signal.bigwig
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1	C17_WAPLAID_C8_TACL-ON_IAA_FLAG_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON_IAA	FLAG	rep1	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D712xD505_S58_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D712xD505_S58_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	NA	C17_WAPLAID_C8_TACL-ON_IAA_FLAG_rep1_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON_IAA	FLAG	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.rep.pooled_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9308	VER9308_TACL_RH_ChIP_seq_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep2	C17_WAPLAID_C8_TACL-ON_IAA_FLAG_rep2	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON_IAA	FLAG	rep2	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_p-value/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D708xD505_S54_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9308/chip.signal_fold-change/eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_FLAG_rep1_rep2.D708xD505_S54_R1_001.srt.nodup_x_D701xD508_S83_R1_001.srt.nodup.fc.signal.bigwig
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_Dox3h_NIPBL_rep1	C17_PDS5AAID_B10_TACL-OFF_NIPBL_rep1	C17_PDS5AAID_B10_TMAU2TIR1	C17_PDS5AAID_B10	TACL-OFF	NIPBL	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_Dox3h_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_Dox3h_NIPBL_rep1.fc.signal.bigwig
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_NIPBL_rep1	C17_PDS5AAID_B10_TACL-ON_NIPBL_rep1	C17_PDS5AAID_B10_TMAU2TIR1	C17_PDS5AAID_B10	TACL-ON	NIPBL	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_NIPBL_rep1.fc.signal.bigwig
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_NIPBL_rep1	C17_PDS5AAID_B10_TACL-ON_IAA_NIPBL_rep1	C17_PDS5AAID_B10_TMAU2TIR1	C17_PDS5AAID_B10	TACL-ON_IAA	NIPBL	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_PDS5AAID_B10_TMAU2TIR1_IAA3h_NIPBL_rep1.fc.signal.bigwig
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_PDS5A_rep1	C17_RAD21AID_D8_mCherry_PDS5A_rep1	C17_TIR1_Tmcherry_RAD21AID_D8	C17_RAD21AID_D8	mCherry	PDS5A	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_PDS5A_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_PDS5A_rep1.fc.signal.bigwig
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_IAA2h_PDS5A_rep1	C17_RAD21AID_D8_mCherry_IAA_PDS5A_rep1	C17_TIR1_Tmcherry_RAD21AID_D8	C17_RAD21AID_D8	mCherry_IAA	PDS5A	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_IAA2h_PDS5A_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_IAA2h_PDS5A_rep1.fc.signal.bigwig
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_PDS5A_rep1	C17_RAD21AID_SC1_TACL-ON_PDS5A_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON	PDS5A	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_PDS5A_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_PDS5A_rep1.fc.signal.bigwig
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_TMAU2_TIR1_RAD21AID_SC1_IAA2h_PDS5A_rep1	C17_RAD21AID_SC1_TACL-ON_IAA_PDS5A_rep1	C17_TIR1_TMAU2_RAD21AID_SC1	C17_RAD21AID_SC1	TACL-ON_IAA	PDS5A	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_IAA2h_PDS5A_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_Tmcherry_TIR1_RAD21AID_D8_IAA2h_PDS5A_rep1.fc.signal.bigwig
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_STAG1_rep1	C17_STAG2AID_C2_TACL-OFF_STAG1_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-OFF	STAG1	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_STAG1_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_Dox1h_STAG1_rep1.fc.signal.bigwig
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_STAG1_rep1	C17_STAG2AID_C2_TACL-ON_STAG1_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON	STAG1	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_STAG1_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_STAG1_rep1.fc.signal.bigwig
TRUE	PK	VER9574	VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_STAG1_rep1	C17_STAG2AID_C2_TACL-ON_IAA_STAG1_rep1	C17_STAG2AID_C2_TMAU2TIR1	C17_STAG2AID_C2	TACL-ON_IAA	STAG1	rep1	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_p-value/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_STAG1_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/VER9574/outputs/chip.signal_fold-change/VER9574_TACL_RH_ChIP_eHAP1_C17_STAG2AID_C2_TMAU2TIR1_IAA3h_STAG1_rep1.fc.signal.bigwig
FALSE	RG	VER9842	VER9842_TACL_MR_ChIP_eHAP1_C17_CTCFAID_C22_TMAU2TIR1_NIPBL_rep1	C17_CTCFAID_C22_TACL-ON_NIPBL_rep1	C17_CTCFAID_C22_TMAU2TIR1	C17_CTCFAID_C22	TACL-ON	NIPBL	rep1	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_p-value/VER9842_TACL_MR_ChIP_eHAP1_C17_CTCFAID_C22_TMAU2TIR1_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_fold-change/VER9842_TACL_MR_ChIP_eHAP1_C17_CTCFAID_C22_TMAU2TIR1_NIPBL_rep1.fc.signal.bigwig
FALSE	RG	VER9842	VER9842_TACL_MR_ChIP_eHAP1_C17_CTCFAID_C22_TMAU2TIR1_IAA3h_NIPBL_rep1	C17_CTCFAID_C22_TACL-ON_IAA_NIPBL_rep1	C17_CTCFAID_C22_TMAU2TIR1	C17_CTCFAID_C22	TACL-ON_IAA	NIPBL	rep1	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_p-value/VER9842_TACL_MR_ChIP_eHAP1_C17_CTCFAID_C22_TMAU2TIR1_IAA3h_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_fold-change/VER9842_TACL_MR_ChIP_eHAP1_C17_CTCFAID_C22_TMAU2TIR1_IAA3h_NIPBL_rep1.fc.signal.bigwig
FALSE	RG	VER9842	VER9842_TACL_MR_ChIP_eHAP1_C17_SMC1AID_A5_TMAU2_NIPBL_rep1	C17_SMC1AID_A5_TACL-ON_NIPBL_rep1	C17_SMC1AID_A5_TMAU2TIR1	C17_SMC1AID_A5	TACL-ON	NIPBL	rep1	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_p-value/VER9842_TACL_MR_ChIP_eHAP1_C17_SMC1AID_A5_TMAU2_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_fold-change/VER9842_TACL_MR_ChIP_eHAP1_C17_SMC1AID_A5_TMAU2_NIPBL_rep1.fc.signal.bigwig
FALSE	RG	VER9842	VER9842_TACL_MR_ChIP_eHAP1_C17_SMC1AID_A5_TMAU2_IAA3h_NIPBL_rep1	C17_SMC1AID_A5_TACL-ON_IAA_NIPBL_rep1	C17_SMC1AID_A5_TMAU2TIR1	C17_SMC1AID_A5	TACL-ON_IAA	NIPBL	rep1	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_p-value/VER9842_TACL_MR_ChIP_eHAP1_C17_SMC1AID_A5_TMAU2_IAA3h_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_fold-change/VER9842_TACL_MR_ChIP_eHAP1_C17_SMC1AID_A5_TMAU2_IAA3h_NIPBL_rep1.fc.signal.bigwig
FALSE	RG	VER9842	VER9842_TACL_MR_ChIP_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_NIPBL_rep1	C17_WAPLAID_C8_TACL-ON_NIPBL_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON	NIPBL	rep1	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_p-value/VER9842_TACL_MR_ChIP_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_fold-change/VER9842_TACL_MR_ChIP_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_NIPBL_rep1.fc.signal.bigwig
FALSE	RG	VER9842	VER9842_TACL_MR_ChIP_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_NIPBL_rep1	C17_WAPLAID_C8_TACL-ON_IAA_NIPBL_rep1	C17_WAPLAID_C8_TMAU2TIR1	C17_WAPLAID_C8	TACL-ON_IAA	NIPBL	rep1	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_p-value/VER9842_TACL_MR_ChIP_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_NIPBL_rep1.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_VER9842/chip.signal_fold-change/VER9842_TACL_MR_ChIP_eHAP1_C17_WAPLAID_C8_TMAU2TIR1_IAA3h_NIPBL_rep1.fc.signal.bigwig
FALSE	PK	Zhang	NA	HAP1_WT_CTCF_rep1_rep2	HAP1	HAP1	WT	CTCF	rep1_rep2	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_p-value/TACL_RH_HAP1_Zhang_mrgd-CTCF_rep1-CTCF_rep2_rep.pooled_x_Hap1_input_rep1_Zhang_SRR10108616.fastq.gz.srt.nodup.pval.signal.bigwig	/TACL/PK/4DN_ChIP/outputs_all/chip.signal_fold-change/TACL_RH_HAP1_Zhang_mrgd-CTCF_rep1-CTCF_rep2_rep.pooled_x_Hap1_input_rep1_Zhang_SRR10108616.fastq.gz.srt.nodup.fc.signal.bigwig
